cve_id,condition,batch_id,batch_status,total_reward,quality_score,gate_FORMAT,gate_FUNCTIONAL,gate_SOLVABILITY,gate_NON_TRIVIALITY,soft_RAG_GROUNDING,soft_CVE_RELEVANCE,passed_all_binary,pub_ge_06,pub_ge_090,is_selected,selection_status,solvability_source,xss_selftest_live,n_selftest_live,tokens_in,tokens_out,selftest_cost_rub,cost_rub,wall_clock_s
CVE-2026-44425,no_bon,740f6e73-058e-45b6-a83e-44770c28211b,completed,0.950476,0.74,1,1,1,1,1.0,1.0,1,1,1,1,selected,,,,6929,999,0.0,2.5782,128.886
CVE-2026-45294,full,30be5204-0e46-4c90-b610-d8a528028ec8,completed,0.973333,0.86,1,1,1,1,1.0,1.0,1,1,1,1,selected,,,,35080,6979,0.0,14.0135,110.126
CVE-2026-45294,no_rag,c0921502-d093-4ed6-a045-91d6d42071fc,completed,0.865714,0.92,1,1,1,1,0.5,0.5,1,1,0,1,selected,,,,18375,4801,0.0,7.913,80.009
CVE-2026-45294,no_bon,d8cb8626-2c92-49f9-a1ab-8d9d0a90e01e,completed,0.929524,0.78,1,1,1,1,1.0,0.7,1,1,1,1,selected,,,,7011,1181,0.0,2.6938,75.624
CVE-2026-45252,full,3950ae74-5036-4f31-b953-ee3929bb873a,completed,0.939048,0.68,1,1,1,1,1.0,1.0,1,1,1,1,selected,,,,29705,5923,0.0,11.873,100.151
CVE-2026-45252,no_rag,d7bba95a-2fc0-427c-88cb-3ef046e1b50e,completed,0.880952,1.0,1,1,1,1,0.5,0.5,1,1,0,1,selected,,,,18360,6045,0.0,8.5305,93.214
CVE-2026-45252,no_bon,e50a11f5-bcaf-4444-84eb-65e3c04dc48b,completed,0.958095,0.78,1,1,1,1,1.0,1.0,1,1,1,1,selected,,,,5901,3020,0.0,3.2803,97.492
CVE-2026-26269,full,18f1b295-53f7-4c19-9486-2eff919b21d4,completed,0.980952,0.9,1,1,1,1,1.0,1.0,1,1,1,1,selected,,,,28160,7249,0.0,12.0725,103.974
CVE-2026-26269,no_rag,2bdbb68e-e75e-4ba5-ab48-426b76169b91,completed,0.86,0.89,1,1,1,1,0.5,0.5,1,1,0,1,selected,,,,18150,7571,0.0,9.2305,92.411
CVE-2026-26269,no_bon,188bf1d7-39f2-4807-8dfb-daba59f05552,completed,0.882857,0.76,1,1,1,1,0.7,0.7,1,1,0,1,selected,,,,5630,1008,0.0,2.193,62.986
